ICD Node URI,ICD Parent URI,Mesh ID,MeSH Tree Number,ICD Title,MeSH Common name,MeSH Disease Class,ICD Disease Class,MeSH Synonyms
http://id.who.int/icd/entity/1026250133,http://id.who.int/icd/entity/2073711696,,,Epilepsy due to prenatal or perinatal brain insults,,,Diseases of the nervous system,
http://id.who.int/icd/entity/179860715,http://id.who.int/icd/entity/1026250133,,,Epilepsy due to prenatal or perinatal vascular insults,,,Diseases of the nervous system,
http://id.who.int/icd/entity/895850906,http://id.who.int/icd/entity/179860715,,,Epilepsy due to prenatal or perinatal ischemic stroke,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1042467951,http://id.who.int/icd/entity/179860715,,,Epilepsy due to periventricular or intraventricular haemorrhage,,,Diseases of the nervous system,
http://id.who.int/icd/entity/480321034,http://id.who.int/icd/entity/1026250133,,,Epilepsy due to neonatal hypoxic ischemic encephalopathy,,,Diseases of the nervous system,
http://id.who.int/icd/entity/724713332,http://id.who.int/icd/entity/1026250133,,,Epilepsy due to congenital infections,,,Diseases of the nervous system,
http://id.who.int/icd/entity/42207203,http://id.who.int/icd/entity/1026250133,,,Epilepsy due to neonatal central nervous system infections,,,Diseases of the nervous system,
http://id.who.int/icd/entity/194732378,http://id.who.int/icd/entity/2073711696,,,Epilepsy due to cerebrovascular disorders,,,Diseases of the nervous system,
http://id.who.int/icd/entity/145521273,http://id.who.int/icd/entity/194732378,,,Stroke associated epilepsy,,,Diseases of the nervous system,
http://id.who.int/icd/entity/836532562,http://id.who.int/icd/entity/2073711696,,,Epilepsy due to degenerative brain disorders,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1315841508,http://id.who.int/icd/entity/2073711696,,,Epilepsy due to dementias,,,Diseases of the nervous system,
http://id.who.int/icd/entity/256917143,http://id.who.int/icd/entity/2073711696,,,Epilepsy due to central nervous system infections or infestations,,,Diseases of the nervous system,
http://id.who.int/icd/entity/952311785,http://id.who.int/icd/entity/256917143,,,Epilepsy due to infectious meningitis,,,Diseases of the nervous system,
http://id.who.int/icd/entity/270831052,http://id.who.int/icd/entity/256917143,,,Epilepsy due to infectious encephalitis,,,Diseases of the nervous system,
http://id.who.int/icd/entity/573397453,http://id.who.int/icd/entity/256917143,,,Epilepsy due to bacterial endocarditis,,,Diseases of the nervous system,
http://id.who.int/icd/entity/599539200,http://id.who.int/icd/entity/256917143,,,Epilepsy due to parasitic diseases,,,Diseases of the nervous system,
http://id.who.int/icd/entity/377576504,http://id.who.int/icd/entity/256917143,,,Epilepsy due to other central nervous system infections or infestations,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1007173668,http://id.who.int/icd/entity/2073711696,,,Epilepsy due to injuries to the head,,,Diseases of the nervous system,
http://id.who.int/icd/entity/512463425,http://id.who.int/icd/entity/2073711696,,,Epilepsy due to tumours of the nervous system,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1279568297,http://id.who.int/icd/entity/2073711696,,,Epilepsy with mesial temporal sclerosis,,,Diseases of the nervous system,
http://id.who.int/icd/entity/2077722839,http://id.who.int/icd/entity/2073711696,,,Epilepsy due to immune disorders,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1498700468,http://id.who.int/icd/entity/2073711696,,,Epilepsy due to abnormalities of brain development,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1617454151,http://id.who.int/icd/entity/2073711696,,,Epilepsy due to genetic syndromes with widespread or progressive effects,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1122743842,http://id.who.int/icd/entity/1617454151,,,Epilepsy due to autosomal recessive genetic syndromes with widespread or progressive effects,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1970837340,http://id.who.int/icd/entity/1617454151,,,Epilepsy due to autosomal dominant genetic syndromes with widespread or progressive effects,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1252358703,http://id.who.int/icd/entity/1617454151,,,Epilepsy due to X-linked recessive progressive myoclonic epilepsy with ataxia,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1925770864,http://id.who.int/icd/entity/1617454151,,,Epilepsy due to mitochondrial disorders,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1347107851,http://id.who.int/icd/entity/1617454151,,,Epilepsy due to chromosomal disorders,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1742216565,http://id.who.int/icd/entity/2073711696,,,Epilepsy due to multiple sclerosis or other demyelinating disorders,,,Diseases of the nervous system,
http://id.who.int/icd/entity/839512399,http://id.who.int/icd/entity/2073711696,,,Benign infantile seizures associated with mild gastroenteritis,,,Diseases of the nervous system,
http://id.who.int/icd/entity/517052870,http://id.who.int/icd/entity/1397288146,,,Genetic or presumed genetic syndromes primarily expressed as epilepsy,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1136270486,http://id.who.int/icd/entity/517052870,,,Genetic epileptic syndromes with neonatal onset,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1948859880,http://id.who.int/icd/entity/1136270486,,,Benign familial neonatal epilepsy,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1877241469,http://id.who.int/icd/entity/1136270486,,,Early myoclonic encephalopathy,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1952154349,http://id.who.int/icd/entity/1136270486,,,Pyridoxine dependent epilepsy with antiquitin mutations,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1137222547,http://id.who.int/icd/entity/1136270486,,,Cerebral folate deficiency,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1632334328,http://id.who.int/icd/entity/1136270486,,,Pyridoxal dependent epilepsy,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1012573968,http://id.who.int/icd/entity/1136270486,,,Other genetic epileptic syndromes with neonatal onset,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1310497511,http://id.who.int/icd/entity/517052870,,,Genetic epileptic syndromes with onset in infancy,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1365780922,http://id.who.int/icd/entity/1310497511,,,Myoclonic epilepsy in infancy or early childhood,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1944845279,http://id.who.int/icd/entity/1310497511,,,Benign familial infantile epilepsy,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1514333880,http://id.who.int/icd/entity/1944845279,,,Infantile convulsions or choreoathetosis,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1231731968,http://id.who.int/icd/entity/1944845279,,,Benign infantile focal epilepsy with midline spikes and waves during sleep,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1255654700,http://id.who.int/icd/entity/1310497511,,,Dravet syndrome,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1750341455,http://id.who.int/icd/entity/1310497511,,,Myoclonic encephalopathy in non-progressive disorders,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1606891057,http://id.who.int/icd/entity/1310497511,,,Epilepsy in females with intellectual development disorder with PCDH19 mutations,,,Diseases of the nervous system,
http://id.who.int/icd/entity/59198077,http://id.who.int/icd/entity/1310497511,,,Other genetic epileptic syndromes with onset in infancy,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1727727812,http://id.who.int/icd/entity/1310497511,,,Epilepsy of infancy with migrating focal seizures,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1612372804,http://id.who.int/icd/entity/517052870,,,Genetic epileptic syndromes with childhood onset,,,Diseases of the nervous system,
http://id.who.int/icd/entity/784683256,http://id.who.int/icd/entity/1612372804,,,Generalised epilepsy - paroxysmal dyskinesia,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1046279423,http://id.who.int/icd/entity/1612372804,,,Benign childhood epilepsy with centro-temporal spikes,,,Diseases of the nervous system,
http://id.who.int/icd/entity/484386460,http://id.who.int/icd/entity/1612372804,,,Generalised epilepsy with febrile seizures plus,,,Diseases of the nervous system,
http://id.who.int/icd/entity/726403046,http://id.who.int/icd/entity/1612372804,,,Childhood absence epilepsy,,,Diseases of the nervous system,
http://id.who.int/icd/entity/49954675,http://id.who.int/icd/entity/1612372804,,,Benign occipital epilepsy,,,Diseases of the nervous system,
http://id.who.int/icd/entity/821291892,http://id.who.int/icd/entity/49954675,,,"Early onset benign occipital epilepsy, Panayiotopoulos type",,,Diseases of the nervous system,
http://id.who.int/icd/entity/254674439,http://id.who.int/icd/entity/49954675,,,"Late onset childhood occipital epilepsy, Gastaut type",,,Diseases of the nervous system,
http://id.who.int/icd/entity/951920505,http://id.who.int/icd/entity/1612372804,,,Epilepsy with myoclonic-astatic seizures,,,Diseases of the nervous system,
http://id.who.int/icd/entity/274380122,http://id.who.int/icd/entity/1612372804,,,Myoclonic absences or absences with myoclonias,,,Diseases of the nervous system,
http://id.who.int/icd/entity/575889757,http://id.who.int/icd/entity/1612372804,,,Myoclonic epilepsy in early childhood,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1067045592,http://id.who.int/icd/entity/1612372804,,,Perioral myoclonia with absences,,,Diseases of the nervous system,
http://id.who.int/icd/entity/262814036,http://id.who.int/icd/entity/1612372804,,,Jeavons syndrome,,,Diseases of the nervous system,
http://id.who.int/icd/entity/457378168,http://id.who.int/icd/entity/1612372804,,,Cryptogenic late-onset epileptic spasms,,,Diseases of the nervous system,
http://id.who.int/icd/entity/288052868,http://id.who.int/icd/entity/1612372804,,,Rolandic epilepsy-speech dyspraxia syndrome,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1311096281,http://id.who.int/icd/entity/1612372804,,,Rolandic epilepsy-paroxysmal exercise-induced dystonia-writer's cramp syndrome,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1655554340,http://id.who.int/icd/entity/1612372804,,,Early-onset epileptic encephalopathy and intellectual disability due to GRIN2A mutation,,,Diseases of the nervous system,
http://id.who.int/icd/entity/199580108,http://id.who.int/icd/entity/517052870,,,Genetic epileptic syndrome with adolescent or adult onset,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1014397110,http://id.who.int/icd/entity/199580108,,,Juvenile myoclonic epilepsy,,,Diseases of the nervous system,
http://id.who.int/icd/entity/519416529,http://id.who.int/icd/entity/199580108,,,Juvenile absence epilepsy,,,Diseases of the nervous system,
http://id.who.int/icd/entity/832717248,http://id.who.int/icd/entity/199580108,,,Autosomal dominant epilepsy with auditory features,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1036649329,http://id.who.int/icd/entity/199580108,,,Benign adult familial myoclonus epilepsy,,,Diseases of the nervous system,
http://id.who.int/icd/entity/91180764,http://id.who.int/icd/entity/517052870,,,Genetic epileptic syndromes with variable age of onset,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1004734747,http://id.who.int/icd/entity/91180764,,,Autosomal dominant nocturnal frontal lobe epilepsy,,,Diseases of the nervous system,
http://id.who.int/icd/entity/425778046,http://id.who.int/icd/entity/91180764,,,Epilepsy with generalised tonic-clonic seizures on awakening,,,Diseases of the nervous system,
http://id.who.int/icd/entity/787741184,http://id.who.int/icd/entity/91180764,,,Epilepsy with GLUT1 deficiency with SLC2A1 mutations,,,Diseases of the nervous system,
http://id.who.int/icd/entity/122012311,http://id.who.int/icd/entity/91180764,,,Epilepsy due to malformations of cortical development with genetic determinants,,,Diseases of the nervous system,
http://id.who.int/icd/entity/500231313,http://id.who.int/icd/entity/91180764,,,Other epileptic syndromes with variable age of onset,,,Diseases of the nervous system,
http://id.who.int/icd/entity/855404450,http://id.who.int/icd/entity/91180764,,,Familial focal epilepsy with variable foci,,,Diseases of the nervous system,
http://id.who.int/icd/entity/276807111,http://id.who.int/icd/entity/91180764,,,Reflex epilepsies,,,Diseases of the nervous system,
http://id.who.int/icd/entity/946957931,http://id.who.int/icd/entity/276807111,,,Photosensitive epilepsy,,,Diseases of the nervous system,
http://id.who.int/icd/entity/692290356,http://id.who.int/icd/entity/276807111,,,Reading epilepsy,,,Diseases of the nervous system,
http://id.who.int/icd/entity/197153111,http://id.who.int/icd/entity/276807111,,,Hot water epilepsy,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1012101161,http://id.who.int/icd/entity/276807111,,,Startle epilepsy,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1621154548,http://id.who.int/icd/entity/276807111,,,Audiogenic epilepsy,,,Diseases of the nervous system,
http://id.who.int/icd/entity/91977543,http://id.who.int/icd/entity/276807111,,,Eating epilepsy,,,Diseases of the nervous system,
http://id.who.int/icd/entity/709920743,http://id.who.int/icd/entity/276807111,,,Thinking epilepsy,,,Diseases of the nervous system,
http://id.who.int/icd/entity/551362699,http://id.who.int/icd/entity/276807111,,,Orgasm-induced epilepsy,,,Diseases of the nervous system,
http://id.who.int/icd/entity/2121478392,http://id.who.int/icd/entity/276807111,,,Micturition-induced epilepsy,,,Diseases of the nervous system,
http://id.who.int/icd/entity/173613583,http://id.who.int/icd/entity/91180764,,,Progressive myoclonic epilepsy,,,Diseases of the nervous system,
http://id.who.int/icd/entity/453919434,http://id.who.int/icd/entity/173613583,,,Familial encephalopathy with neuroserpin inclusion bodies,,,Diseases of the nervous system,
