Mesh ID,Common name,Synonyms,Tree Number,Disease Class
D007965,"Leukodystrophy, Globoid Cell","Diseases, Galactosylceramidase Deficiency| Deficiency, Galactocerebrosidase| Galactosylceramide-beta-Galactosidase Deficiency Disease| GALC Deficiencies| Deficiency Disease, Galactosylceramidase| Galactosylcerebrosidase Deficiency| Disease, Galactosylceramidase Deficiency| Deficiency Disease, Galactosylceramide-beta-Galactosidase| Krabbes Disease| Leukodystrophy, Krabbe's| Globoid Cell Leukodystrophy| Leukodystrophies, Globoid| Leukoencephalopathies, Globoid Cell| Leukodystrophy, Krabbe| Cell Leukoencephalopathies, Globoid| Galactosylceramide beta Galactosidase Deficiency| Leukodystrophies, Globoid Cell| Galactocerebrosidase Deficiencies| Deficiency, Galactosylceramide beta-Galactosidase| Galactosylceramide Lipidosis| Globoid Cell Leukoencephalopathy| Globoid Leukodystrophy| Leukodystrophy, Globoid| Diffuse Globoid Body Sclerosis| Krabbe Leukodystrophy| Globoid Leukodystrophies| Galactosylceramidase Deficiency Disease| GALC Deficiency| Galactosylceramide beta-Galactosidase Deficiency| Deficiency, GALC| Deficiencies, Galactocerebrosidase| beta-Galactosidase Deficiencies, Galactosylceramide| Krabbe Disease| Cell Leukodystrophy, Globoid| Cell Leukodystrophies, Globoid| Cell Leukoencephalopathy, Globoid| Krabbe's Leukodystrophy| Galactosylceramide beta-Galactosidase Deficiencies| Psychosine Lipidosis| Galactosylsphingosine Lipidosis| Deficiencies, Galactosylceramide beta-Galactosidase| Deficiency Diseases, Galactosylceramidase| Deficiency Diseases, Galactosylceramide-beta-Galactosidase| Leukoencephalopathy, Globoid Cell| Deficiencies, GALC| Galactosylceramidase Deficiency Diseases| Diseases, Galactosylceramide-beta-Galactosidase Deficiency| Krabbes Leukodystrophy| beta-Galactosidase Deficiency, Galactosylceramide| Globoid Cell Leukodystrophies| Krabbe's Disease| Globoid Body Sclerosis, Diffuse| Globoid Cell Leukoencephalopathies| Leukodystrophy, Globoid Cell| Disease, Galactosylceramide-beta-Galactosidase Deficiency| Galactocerebrosidase Deficiency| Galactosylceramide-beta-Galactosidase Deficiency Diseases| Galactosylceramide beta Galactosidase Deficiency Disease",C10.314.400.500| C10.228.140.163.100.362.500| C10.228.140.163.100.435.825.590| C10.228.140.695.625.500,Demyelinating Diseases
D007966,"Leukodystrophy, Metachromatic","Metachromatic Leukodystrophies| Metachromatic Leukoencephalopathies| Cerebral sclerosis, Diffuse, Metachromatic Form| Metachromatic Leukodystrophy| Metachromatic Leukoencephalopathy| Sulfatide Lipidosis| Leukodystrophies, Metachromatic| Arylsulfatase A Deficiency Disease| Leukoencephalopathy, Metachromatic| Lipidosis, Sulfatide| Leukodystrophy, Metachromatic| Cerebroside Sulphatase Deficiency Disease| Leukoencephalopathies, Metachromatic",C10.228.140.695.625.550| C10.228.140.163.100.362.550| C10.228.140.163.100.435.825.850.500| C10.314.400.550,Central Nervous System Diseases
D007968,"Leukoencephalopathy, Progressive Multifocal","Encephalopathies, JC Polyomavirus| JC Polyomavirus Encephalitis| Progressive Multifocal Leukoencephalopathy| Progressive Multifocal Leukoencephalopathies| Encephalopathy, JC Polyomavirus| JC Polyomavirus Encephalopathy| Multifocal Leukoencephalopathies, Progressive| Multifocal Leukoencephalopathy, Progressive| Leukoencephalopathies, Progressive Multifocal| Encephalitis, JC Polyomavirus| Leukoencephalopathy, Progressive Multifocal",C10.228.140.695.750| C10.228.228.399.750.500| C10.314.450| C10.228.140.430.520.750.500| C10.228.228.245.340.500,Central Nervous System Diseases
D007969,"Leukomalacia, Periventricular","Leukomalacias, Periventricular| Leucomalacias, Periventricular| Encephalomalacia, Periventricular| Periventricular Leukomalacias| Encephalomalacias, Periventricular| Periventricular Encephalomalacia| Periventricular Leucomalacias| Periventricular Leukomalacia| Periventricular Encephalomalacias| Periventricular Leucomalacia| Leucomalacia, Periventricular| Leukomalacia, Periventricular",C10.228.140.461.550| C10.228.140.300.700,Central Nervous System Diseases
D008216,Lymphocytic Choriomeningitis,"Syndrome, Armstrong| Choriomeningitis, Lymphocytic| Syndrome, Armstrong's| Armstrong's Syndrome| Armstrong Syndrome| Encephalomyelitis, Lymphocytic Choriomeningitis Virus| Lymphocytic Choriomeningitis| Lymphocytic Choriomeningitis Virus Encephalomyelitis",C10.228.228.245.500.500,Central Nervous System Diseases
D008337,Mandibular Fractures,"Mandibular Fractures| Fracture, Mandibular| Fractures, Mandibular| Mandibular Fracture",C10.900.300.284.500.400.255,"Trauma, Nervous System"
D008338,Mandibular Injuries,"Injury, Mandibular| Mandibular Injury| Mandibular Injuries| Injuries, Mandibular",C10.900.300.284.500.500,"Trauma, Nervous System"
D008375,Maple Syrup Urine Disease,"Ketoaciduria, Branched-Chain| MSUD (Maple Syrup Urine Disease)| Keto Acid Decarboxylase Deficiency| BCKD Deficiency| Maple Syrup Urine Disease| Branched-Chain Ketoaciduria| Branched-Chain alpha-Keto Acid Dehydrogenase Deficiency| Branched Chain Ketoaciduria| Branched-Chain Ketoacidurias| Ketoacidurias, Branched-Chain| Branched Chain alpha Keto Acid Dehydrogenase Deficiency",C10.228.140.163.100.520,Central Nervous System Diseases
D008440,Maxillary Fractures,"Maxillary Fractures| Fractures, Maxillary| Fracture, Maxillary| Maxillary Fracture",C10.900.300.284.500.400.510,"Trauma, Nervous System"
D008446,Maxillofacial Injuries,"Injuries, Maxillofacial| Maxillofacial Injury| Maxillofacial Injuries| Injury, Maxillofacial",C10.900.300.284.500,"Trauma, Nervous System"
D008538,Meige Syndrome,"Idiopathic Blepharospasm Oromandibular Dystonia Syndrome| Blepharospasm-Oromandibular Dyskinesia| Dyskinesias, Blepharospasm-Oromandibular| Brueghel Syndrome| Blepharospasm-Oromandibular Dystonia| Idiopathic Blepharospasm-Oromandibular Dystonia Syndrome| Idiopathic Orofacial Dyskinesia| Blepharospasm-Oromandibular Dyskinesias| Orofacial Dyskinesias, Idiopathic| Blepharospasm-Oromandibular Dystonia Syndrome| Meige Syndrome| Blepharospasm-Oromandibular Dystonia Syndromes| Blepharospasm-Oromandibular Dystonias| Blepharospasm Oromandibular Dystonia| Dyskinesia, Blepharospasm-Oromandibular| Syndrome, Blepharospasm-Oromandibular Dystonia| Blepharospasm-Oromandibular Dystonia Syndrome, Idiopathic| Orofacial Dyskinesia, Idiopathic| Blepharospasm Oromandibular Dyskinesia| Blepharospasm Oromandibular Dystonia Syndrome, Idiopathic| Idiopathic Orofacial Dyskinesias| Dyskinesias, Idiopathic Orofacial| Dystonia Syndrome, Blepharospasm-Oromandibular| Dyskinesia, Idiopathic Orofacial| Blepharospasm Oromandibular Dystonia Syndrome| Dystonia, Blepharospasm-Oromandibular| Dystonias, Blepharospasm-Oromandibular| Dystonia Syndromes, Blepharospasm-Oromandibular",C10.228.140.079.590| C10.228.662.300.500,Central Nervous System Diseases
D008556,Melkersson-Rosenthal Syndrome,"Cheilitis, Miescher-Melkersson-Rosenthal Granulomatous| Facial Neuropathy, Cheilitis Granulomatosa, Orofacial Edema| Orofacial Edema, Cheilitis Granulomatosa, Facial Neuropathy| Melkersson-Rosenthal-Miescher Syndrome| Facial Neuropathy, Orofacial Edema, Cheilitis Granulomatosa| Granulomatous Cheilitis, Miescher-Melkersson-Rosenthal| Rosenthal-Melkerson Syndrome| Rosenthal-Melkersson Syndrome| Rosenthal Melkersson Syndrome| Melkersson Rosenthal Miescher Syndrome| Miescher Melkersson Rosenthal Granulomatous Cheilitis| Macrocheilia, Facial Palsy, Edema| Rosenthal Melkerson Syndrome| Cheilitis Granulomatosa, Facial Neuropathy, Orofacial Edema| Melkerson-Rosenthal Syndrome| Syndrome, Melkerson Rosenthal| Melkersson Syndrome| Orofacial Edema, Facial Neuropathy, Cheilitis Granulomatosa| Miescher-Melkersson-Rosenthal Granulomatous Cheilitis| Cheilitis Granulomatosa, Orofacial Edema, Facial Neuropathy| Melkerson Rosenthal Syndrome| Melkersson-Rosenthal Syndrome| Melkersson Rosenthal Syndrome",C10.292.319.800,Cranial Nerve Diseases
D008569,Memory Disorders,"Memory Disorders| Cognitive Retention Disorders| Memory Disorder| Retention Disorder, Cognitive| Retention Disorders, Cognitive| Cognitive Retention Disorder",C10.597.606.525,Neurologic Manifestations
D008577,Meningeal Neoplasms,"Meningeal Tumor| Neoplasm, Meningeal| Tumors, Meningeal| Meningeal Tumors| Meningeal Neoplasms| Neoplasms, Meningeal| Tumor, Meningeal| Meningeal Neoplasm",C10.551.240.500,Nervous System Neoplasms
D008579,Meningioma,Meningioma| Meningiomas,C10.551.240.500.500,Nervous System Neoplasms
D008580,Meningism,"Dupres Syndrome| Pseudomeningitides| Meningitis Like Reaction| Syndrome, Dupre's| Meningismus| Meningisms| Reactions, Meningitis-Like| Dupre Syndrome| Pseudomeningitis| Meningitis-Like Reaction| Reaction, Meningitis-Like| Syndrome, Dupre| Dupre's Syndrome| Meningism| Meningitis-Like Reactions",C10.597.544,Neurologic Manifestations
D008583,"Meningitis, Haemophilus","Meningitis, Haemophilus| Hemophilus Meningitides| Meningitides, Hemophilus| Hemophilus Meningitis| Meningitis, Hemophilus| Haemophilus Meningitis| Meningitides, Haemophilus| Haemophilus Meningitides",C10.228.228.180.500.425,Central Nervous System Diseases
D008584,"Meningitis, Listeria","Listeria Meningitis| Meningitides, Listeria monocytogenes| Listeria monocytogenes Meningitides| Meningitis, Listeria monocytogenes| Meningitides, Listeria| Listeria Meningitides| Meningitis, Listeria| Listeria monocytogenes Meningitis",C10.228.228.180.500.500,Central Nervous System Diseases
D008585,"Meningitis, Meningococcal","Meningitis, Meningococcic| Meningitis, Meningococcal| Meningococcal Meningitis",C10.228.228.180.500.750,Central Nervous System Diseases
D008586,"Meningitis, Pneumococcal","Streptococcus pneumoniae Meningitides| Pneumococcal Meningitides| Streptococcus pneumoniae Meningitis| Meningitis, Streptococcus pneumoniae| Meningitides, Streptococcus pneumoniae| Pneumococcal Meningitis| Meningitis, Pneumococcal",C10.228.228.180.500.875,Central Nervous System Diseases
D008587,"Meningitis, Viral","Meningitis, Viral| Viral Meningitides| Viral Meningitis| Meningitides, Viral",C10.228.228.245.500,Central Nervous System Diseases
D008588,Meningocele,"Meninges Herniations| Meningeal Herniation| Herniation, Meningeal| Meningoceles| Meningocele| Meningeal Herniations| Herniation of Meninges| Meninges Herniation| Herniations, Meningeal",C10.500.680.598,Nervous System Malformations
D008590,Meningoencephalitis,Cerebromeningitis| Meningoencephalitis| Encephalomeningitis| Encephalomeningitides| Cerebromeningitides| Meningoencephalitides,C10.228.228.245.550| C10.228.140.430.550| C10.228.228.570,Central Nervous System Diseases
D008591,Meningomyelocele,Myelomeningocele| Myelomeningoceles| Meningomyelocele| Meningomyeloceles,C10.500.680.610,Nervous System Malformations
D008607,Intellectual Disability,"Disorders, Intellectual Development| Intellectual Development Disorders| Intellectual Disability| Development Disorder, Intellectual| Disorder, Intellectual Development| Intellectual Disabilities| Retardation, Mental| Development Disorders, Intellectual| Intellectual Development Disorder| Mental Retardation| Disability, Intellectual| Disabilities, Intellectual",C10.597.606.360,Neurologic Manifestations
D008831,Microcephaly,Microcephalies| Microcephaly,C10.500.507.400.500,Nervous System Malformations
D008881,Migraine Disorders,"Disorder, Migraine| Headaches, Migraine| Migraine Headaches| Disorders, Migraine| Migraine Disorder| Headache, Migraine| Migraines| Migraine| Migraine Disorders| Migraine Headache",C10.228.140.546.399.750,Central Nervous System Diseases
D009069,Movement Disorders,Movement Disorders| Movement Disorder Syndromes| Movement Disorder| Dyskinesia Syndromes| Movement Disorder Syndrome| Dyskinesia Syndrome,C10.228.662,Central Nervous System Diseases
D009072,Moyamoya Disease,"Moya-Moya Disease| Disease, Moya-Moya| Moyamoya Disease| Moyamoya Syndrome| Moya Moya Disease| Cerebrovascular Moyamoya Disease| Progressive Intracranial Occlusive Arteropathy (Moyamoya)",C10.228.140.300.510.200.737| C10.228.140.300.200.600,Central Nervous System Diseases
D009081,Mucolipidoses,Sialidosis| Sialidoses| Mucolipidoses| Mucolipidosis,C10.228.140.163.100.435.590,Central Nervous System Diseases
D009103,Multiple Sclerosis,"MS (Multiple Sclerosis)| Disseminated Sclerosis| Multiple Sclerosis| Sclerosis, Disseminated| Sclerosis, Multiple",C10.314.350.500| C10.114.375.500,Demyelinating Diseases
D009120,Muscle Cramp,"Cramps, Muscular| Cramp, Muscle| Muscle Cramps| Cramp| Muscular Cramps| Cramps| Muscular Cramp| Cramps, Muscle| Muscle Cramp| Cramp, Muscular",C10.597.613.500,Neurologic Manifestations
D009122,Muscle Hypertonia,"Hypermyotonias| Hypertonia, Muscle| Hypertonicities, Muscular| Muscle Tone Increased| Hypermyotonia| Hypertonicity, Muscular| Muscle Hypertonias| Increased, Muscle Tone| Muscular Hypertonicity| Muscle Hypertonia| Hypertonias, Muscle| Tone Increased, Muscle| Muscular Hypertonicities",C10.597.613.550,Neurologic Manifestations
D009123,Muscle Hypotonia,"Hypotonia, Muscle| Muscle Tone, Decreased| Muscle Hypotony| Hypotony, Muscle| Decreased Muscle Tone| Muscular Hypotonia| Hypotonia| Muscle Hypotonia| Hypotonia, Muscular| Muscle Tone Poor| Hypomyotonia| Tone Poor, Muscle",C10.597.613.575,Neurologic Manifestations
D009127,Muscle Rigidity,"Rigidity, Muscular| Muscular Rigidity| Muscle Rigidity| Rigidity, Muscle",C10.597.613.550.500,Neurologic Manifestations
D009128,Muscle Spasticity,"Muscle Spasticity| Spasticity, Muscle",C10.597.613.550.550,Neurologic Manifestations
D009133,Muscular Atrophy,"Atrophy, Muscular| Muscular Atrophy| Muscle Atrophies| Atrophies, Muscle| Muscular Atrophies| Atrophies, Muscular| Muscle Atrophy| Atrophy, Muscle",C10.597.613.612,Neurologic Manifestations
D009134,"Muscular Atrophy, Spinal","Amyotrophy, Spinal| Spinal Muscular Atrophy| Spinal Amyotrophy| Amyotrophies, Spinal| Spinal Amyotrophies| Muscular Atrophy, Spinal| Atrophy, Spinal Muscular",C10.668.467.500| C10.574.562.500| C10.228.854.468,Neuromuscular Diseases
D009135,Muscular Diseases,Myopathy| Myopathic Conditions| Muscle Disorders| Myopathic Condition| Muscle Disorder| Muscular Diseases| Myopathies| Muscular Disease,C10.668.491,Neuromuscular Diseases
D009136,Muscular Dystrophies,"Dystrophy, Muscular| Muscular Dystrophy| Dystrophies, Muscular| Myodystrophies| Myodystrophicas| Myodystrophica| Myodystrophy| Muscular Dystrophies",C10.668.491.175.500,Neuromuscular Diseases
D009155,Mutism,Mutisms| Mutism,C10.597.606.150.500.800.500,Neurologic Manifestations
D009157,Myasthenia Gravis,Myasthenia Gravis,C10.668.758.725| C10.114.656,Neuromuscular Diseases
D009187,Myelitis,"Myelitides| Myelitis| Inflammatory Myelopathy| Inflammatory Myelopathies| Inflammation, Spinal Cord| Spinal Cord Inflammations| Myelopathy, Inflammatory| Myelopathies, Inflammatory| Inflammations, Spinal Cord| Spinal Cord Inflammation",C10.228.854.525| C10.228.228.618,Central Nervous System Diseases
D009188,"Myelitis, Transverse","Transverse Myelopathy Syndromes| Transverse Myelitis| Transverse Myelopathy Syndrome| Myelitis, Transverse",C10.228.854.525.553| C10.228.228.618.250| C10.314.350.600| C10.574.781.625| C10.114.375.600,Central Nervous System Diseases
D009207,Myoclonus,"Myoclonus| Myoclonic Jerks| Jerks, Myoclonic| Myoclonic Jerk| Jerking, Myoclonic| Jerk, Myoclonic| Myoclonic Jerking",C10.597.350.500,Neurologic Manifestations
D009220,Myositis,"Inflammatory Myopathies| Myositides| Myositis| Myopathy, Inflammatory| Inflammatory Muscle Disease| Muscle Diseases, Inflammatory| Inflammatory Myopathy| Inflammatory Muscle Diseases| Myopathies, Inflammatory| Muscle Disease, Inflammatory",C10.668.491.562,Neuromuscular Diseases
D009222,Myotonia,Myotonias| Myotonia,C10.597.613.700,Neurologic Manifestations
D009223,Myotonic Dystrophy,"Dystrophica, Myotonia| Atrophicas, Myotonia| Myotonic Dystrophy, Steinert| Myotonia Dystrophicas| Steinert's Disease| Disease, Steinert| Dystrophia Myotonicas| Atrophica, Myotonia| Dystrophy, Myotonic| Myotonica, Dystrophia| Steinerts Disease| Steinert Disease| Myotonic Dystrophies| Dystrophy, Steinert Myotonic| Disease, Steinert's| Myotonicas, Dystrophia| Dystrophia Myotonica| Myotonia Atrophicas| Dystrophia Myotonica 1| Myotonic Dystrophy 1| Myotonia Dystrophica| Myotonia Atrophica| Myotonic Dystrophy| Steinert Myotonic Dystrophy| Dystrophies, Myotonic| Dystrophicas, Myotonia",C10.574.500.547| C10.668.491.606.750| C10.668.491.175.500.500,Neurodegenerative Diseases
D009224,Myotonia Congenita,"Batten-Turner Congenital Myopathy| Myotonia, Generalized| Batten Turner Congenital Myopathy| Generalized Myotonias| Congenital Myotonia| Myotonias, Generalized| Myotonia Congenita| Generalized Myotonia| Myopathy, Congenital",C10.668.491.606.500| C10.574.500.545,Neuromuscular Diseases
D009290,Narcolepsy,"Syndromes, Gelineau's| Gelineau's Syndromes| Syndrome, Gelineau's| Syndrome, Narcoleptic| Narcolepsy| Gelineau Syndrome| Syndromes, Narcoleptic| Gelineau's Syndrome| Gelineaus Syndrome| Paroxysmal Sleep| Narcoleptic Syndromes| Narcoleptic Syndrome| Sleep, Paroxysmal| Syndrome, Gelineau",C10.886.425.800.200.750,Sleep Wake Disorders
D009347,Nelson Syndrome,Nelson Syndrome,C10.228.140.617.738.675.149.500,Central Nervous System Diseases
D009408,Nerve Compression Syndromes,"Compression Syndromes, Nerve| Compression Syndrome, Nerve| Syndrome, Nerve Compression| Syndromes, Nerve Compression| Nerve Compression Syndromes| Nerve Compression Syndrome",C10.668.829.550,Neuromuscular Diseases
D009421,Nervous System Malformations,"Nervous System Malformation| Malformation, Nervous System| Abnormality, Nervous System| Nervous System Malformations| Malformations, Nervous System| Congenital Malformations, Nervous System| Nervous System Anomalies| Nervous System Abnormality| Nervous System Anomaly| Nervous System Congenital Abnormalities| Abnormalities, Nervous System| Malformations, Nervous System, Congenital| Nervous System Abnormalities| Anomalies, Nervous System| Congenital Abnormalities, Nervous System| Anomaly, Nervous System| Nervous System Congenital Malformations| Congenital Anomalies, Nervous System| Nervous System Malformations, Congenital| Abnormalities, Congenital, Nervous System",C10.500,Nervous System Malformations
D009423,Nervous System Neoplasms,"Nervous System Neoplasm| Nervous System Tumors| Neoplasm, Nervous System| Tumors of the Nervous System| Neoplasms, Nervous System| Nervous System Tumor| Nervous System Neoplasms| Tumor, Nervous System| Tumors, Nervous System",C10.551,Nervous System Neoplasms
D009436,Neural Tube Defects,"Neural Tube Defect| Neural Tube Developmental Defects| Developmental Defects, Neural Tube| Developmental Neural Tube Defects| Neural Tube Defects| Defects, Neural Tube| Defect, Neural Tube",C10.500.680,Nervous System Malformations
D009437,Neuralgia,"Neuropathic Pains| Neuralgia| Neurodynia| Pain, Neuropathic| Neuropathic Pain| Neuralgias| Pains, Neuropathic| Neurodynias",C10.668.829.600,Neuromuscular Diseases
D009443,Neuritis,"Neuritis, Peripheral| Peripheral Neuritis| Neuritides, Peripheral| Neuritides| Neuritis| Peripheral Neuritides",C10.668.829.650,Neuromuscular Diseases
D009444,"Neuritis, Autoimmune, Experimental","Experimental Autoimmune Neuropathy| EAN (Experimental Allergic Neuritis)| EAN (Experimental Autoimmune Neuritis)| Autoimmune Neuropathy, Experimental| Autoimmune Neuropathies, Experimental| Allergic Neuritis, Experimental| Experimental Autoimmune Neuropathies| Neuritis, Experimental Autoimmune| Autoimmune Neuritis, Experimental| Neuritis, Experimental Allergic| Experimental Allergic Neuritis| Neuritis, Autoimmune, Experimental| Neuropathy, Experimental Autoimmune| Neuropathies, Experimental Autoimmune| Experimental Autoimmune Neuritis",C10.114.703.700| C10.668.829.650.500,Autoimmune Diseases of the Nervous System
